address,subject_city_province_zip,effective_date,municipality_district,site_dimensions,lot_size_sf,units_sq_ft,year_built,structure_type,roofing,effective_age,style,construction,remaining_economic_life,windows,basement,exterior_finish,basement_area,foundation_walls,flooring,plumbing_lines,heating,fuel_type,water_heater,cooling,room_count,num_beds,room_total,main_lvl_area,second_lvl_area,third_lvl_area,gla,subject_age,num_baths,condition,orderID,appraisal_index,property_role,is_appraiser_selected,distance_to_subject,prop_type,stories,city_province,sale_date,sale_price,dom,location_similarity,lot_size,age,bed_count,bath_count,basement_finish,parking,neighborhood,comp_index,id,bedrooms,city,province,postal_code,property_sub_type,levels,full_baths,half_baths,main_level_finished_area,upper_lvl_fin_area,bg_fin_area,roof,close_price,close_date,public_remarks,latitude,longitude,property_index,property_id,year_built_age,sale_price_per_sqft,upper_lvl_fin_area_log
4694,50,17,55,62,1834,1,132,51,1,5,123,4,16,4,32,5,0,0,6,3,239,4,8,75,28,3,0.0,40,0.0,,347,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.3821374617122424,0.0,39,3,1356,7,104,-0.5000000000000002,-3.0000000000000004,-0.6809232858112696,-0.010572903860339483,,7,-0.30457625828066703,82,4724,-0.17646299213760513,0.10056887297574638,6.0,10,0.7272727272727273,,
4691,50,17,55,62,1917,1,132,32,1,5,124,4,16,4,199,5,0,0,6,3,238,4,8,74,4,3,0.0,40,0.0,,291,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1359787113137725,1.0,38,3,1349,7,118,0.0,-1.0,-0.4643584521384931,-0.106958446029014,,7,-0.08375847102718344,84,5475,-0.1764187177396443,0.10077084747318726,7.0,11,-0.33636363636363636,,
4692,50,17,55,62,1917,1,132,52,1,5,125,4,16,4,200,5,0,0,6,3,239,4,8,75,4,3,0.0,40,0.0,,347,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.3385843578051586,0.5,39,3,1349,7,105,-0.3333333333333333,-2.0000000000000004,-0.7827562797012899,-0.4059503319400049,,7,-0.08375847102718344,84,5476,-0.1764187177396443,0.10077084747318726,8.0,12,0.7363636363636364,,
4079,50,17,55,62,1884,1,132,32,1,5,79,4,16,4,31,5,0,0,6,3,238,4,8,74,26,3,0.0,40,0.0,,989,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1503929259469723,0.5,38,3,1384,7,94,0.8333333333333335,-2.0000000000000004,0.5247793618465717,0.7890336857634616,,7,0.26193558212137363,88,5396,-0.1785734051070519,0.10102528287905423,9.0,13,-0.41818181818181815,,
4080,50,17,55,62,1884,1,132,45,1,5,80,4,16,4,32,5,0,0,6,3,239,4,8,75,26,3,0.0,40,0.0,,922,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.24369447408906322,0.5,39,3,1384,7,68,-0.5000000000000002,-1.0,0.17379497623896784,0.37398573887386255,,7,0.26193558212137363,88,5397,-0.1785734051070519,0.10102528287905423,10.0,14,-0.13636363636363635,,
4339,50,17,55,62,1140,1,132,32,1,5,26,4,16,4,24,5,0,0,6,3,238,4,8,74,3,3,0.0,40,0.0,,1109,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1362448198916162,0.5,38,3,1405,7,118,0.8333333333333335,0.0,0.5804480651731161,1.26358495205311,,7,0.6457016675550141,90,2528,-0.17410169091304933,0.1009387223801511,11.0,15,-0.4636363636363636,,
4340,50,17,55,62,1138,1,132,38,1,5,27,4,16,4,33,5,0,0,6,3,239,4,8,75,3,3,0.0,40,0.0,,1333,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.5645548918240911,0.5,39,3,1405,7,22,0.3333333333333333,0.0,0.39986422267481314,1.225719203343988,,7,0.6457016675550141,90,2528,-0.17410169091304933,0.1009387223801511,12.0,16,-0.14545454545454542,,
721,50,17,55,62,390,1,132,63,1,5,26,4,16,4,45,5,0,0,6,3,238,4,8,74,33,3,0.0,40,0.0,,628,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.150736649526687,0.0,38,3,1406,16,118,0.8333333333333335,-1.0,-0.4697895451459605,-0.033685763462011416,,7,-0.06700982258432955,91,4868,-0.173924593321207,0.10092036106220206,13.0,17,0.9636363636363637,,
6972,50,17,55,62,1453,1,132,1,1,5,27,4,16,4,65,5,0,0,6,3,1,4,8,191,28,3,0.0,40,0.0,,127,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1364277695388838,-0.5,38,3,1786,4,22,-0.8333333333333335,-5.000000000000001,-0.2695179904955871,-0.6252766166707648,,7,-0.8071270844437676,91,628,-0.17571032737227807,0.10153939978163133,14.0,18,-0.17272727272727276,,
722,50,17,55,62,384,1,132,65,1,5,27,4,16,4,46,5,0,0,6,3,239,4,8,75,33,3,0.0,40,0.0,,647,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.4298429682194287,0.0,39,3,1406,16,22,-0.3333333333333333,-2.0000000000000004,-0.7875084860828241,-0.2146545365134007,,7,-0.06700982258432955,91,4868,-0.173924593321207,0.10092036106220206,15.0,19,0.690909090909091,,
6973,50,17,55,62,1453,1,132,9,1,5,53,4,16,4,65,5,0,0,6,3,2,4,8,193,28,3,0.0,40,0.0,,127,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.25659519618577703,-0.5,39,3,1379,3,45,-0.8333333333333335,-3.0000000000000004,-0.7196198234894772,-0.8008359970494222,,7,-0.8071270844437676,91,627,-0.1756955692396241,0.10153939978163133,16.0,20,-0.2545454545454545,,
112,50,17,55,62,2045,1,136,32,1,5,88,4,16,4,25,5,0,0,6,3,239,4,8,75,2,3,0.0,40,0.0,,2291,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1510083020332358,-0.5,39,3,1425,7,75,0.0,0.0,-0.38017651052274265,0.23039095156134723,,7,-0.16142541688875353,92,3226,-0.17517903459675316,0.10105151333326745,17.0,21,2.7454545454545456,,
147,50,17,55,62,1627,1,132,32,1,5,26,4,16,4,31,5,0,0,6,3,238,4,8,74,28,3,0.0,40,0.0,,852,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.136377874180538,0.0,38,3,1453,7,118,1.666666666666667,-2.0000000000000004,0.48879837067209775,1.0673715269240223,,7,0.44163557450696717,92,6943,-0.17501669513756477,0.10050067379479227,18.0,22,-0.4454545454545455,,
113,50,17,55,62,2045,1,132,47,1,5,89,4,16,4,33,5,0,0,6,3,239,4,8,75,2,3,0.0,40,0.0,,2291,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.5523249851006916,0.0,39,3,1425,7,75,-0.5000000000000002,-2.0000000000000004,-0.5784114052953155,-0.20973690681091728,,7,-0.16142541688875353,92,3226,-0.17517903459675316,0.10105151333326745,19.0,23,0.7363636363636364,,
148,50,17,55,62,1627,1,132,38,1,5,27,4,16,4,32,5,0,0,6,3,239,4,8,75,28,3,0.0,40,0.0,,852,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.23007858518939447,0.0,39,3,1453,7,22,0.0,0.0,1.1052274270196878,0.818539463978362,,7,0.44163557450696717,92,6942,-0.17501669513756477,0.10050067379479227,20.0,24,-0.6363636363636364,,
5240,50,17,55,62,1624,1,132,38,1,5,27,4,16,4,46,5,0,0,6,3,239,4,8,75,30,3,0.0,40,0.0,,697,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.5031115299857244,0.0,39,3,1428,7,22,0.16666666666666685,-1.0,-0.5397148676171079,0.03171871158101789,,7,0.0,94,5537,-0.17591694122942625,0.10091773801678067,21.0,25,-0.49090909090909096,,
1841,50,17,55,62,1065,1,132,32,1,5,26,4,16,4,45,5,0,0,6,3,238,4,8,74,28,3,0.0,40,0.0,,958,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1511413563221577,0.0,38,3,1396,7,118,1.666666666666667,-1.0,0.48879837067209775,1.0673715269240223,,7,0.45686438742100055,95,5163,-0.17879477709685404,0.10093347628930868,22.0,26,-0.6545454545454545,,
1842,50,17,55,62,1053,1,132,38,1,5,27,4,16,4,74,5,0,0,6,3,239,4,8,75,28,3,0.0,40,0.0,,852,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.23027262269407214,0.5,39,3,1396,7,22,0.0,0.0,0.8085539714867614,0.818539463978362,,7,0.45686438742100055,95,5163,-0.17879477709685404,0.10093347628930868,23.0,27,-0.6363636363636364,,
4420,50,17,55,62,1039,1,132,103,1,5,144,4,16,4,79,5,0,0,6,3,238,4,8,74,30,3,0.0,40,0.0,,294,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1512854984684897,0.0,38,3,1362,36,118,-0.8333333333333335,0.0,-0.5315682281059063,-0.3695598721416279,,7,-0.3959491357648671,96,4065,-0.17686146171924857,0.10124299564902313,24.0,28,-0.01818181818181812,,
4421,50,17,55,62,1025,1,132,106,1,5,27,4,16,4,86,5,0,0,6,3,239,4,8,75,30,3,0.0,40,0.0,,302,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.5313190392371554,0.0,39,3,1362,36,22,-0.3333333333333333,-3.0000000000000004,-0.41751527494908347,-0.18514875829850028,,7,-0.3959491357648671,96,4065,-0.17686146171924857,0.10124299564902313,25.0,29,1.3909090909090909,,
4560,50,17,55,62,1990,1,132,32,1,5,76,4,16,4,128,5,0,0,6,3,238,4,8,74,24,3,0.0,40,0.0,,347,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1365497359703953,0.0,38,3,1345,7,37,0.0,-1.0,-0.38357094365241,0.14089009097614938,,7,0.0,97,4252,-0.1767876710559819,0.10079445488197909,26.0,30,1.0818181818181818,,
4561,50,17,55,62,1987,1,132,51,1,5,123,4,16,4,147,5,0,0,6,3,239,4,8,75,24,3,0.0,40,0.0,,347,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.3384901110171723,0.0,39,3,1345,7,104,-0.5000000000000002,-2.0000000000000004,-0.45756958587915836,-0.04696336365871655,,7,0.0,97,4252,-0.1767876710559819,0.10079445488197909,27.0,31,0.7090909090909091,,
7326,50,17,55,62,1453,1,132,21,1,5,27,4,16,4,200,5,0,0,6,3,239,4,8,75,30,3,0.0,40,0.0,,127,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1331235880306578,0.0,39,3,1372,5,22,-0.3333333333333333,-1.0,-0.0631364562118127,-0.3843127612490781,,7,-0.6700677682174675,98,4886,-0.17630065267841677,0.1009413454255725,28.0,32,0.14545454545454542,,
351,50,17,55,62,1899,1,132,32,1,5,69,4,16,4,24,5,0,0,6,3,238,4,8,74,7,3,0.0,40,0.0,,1625,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1329350944546852,0.0,38,3,1440,7,118,0.8333333333333335,0.0,1.0502376103190765,1.1494959429554954,,7,1.035559278154268,98,1233,-0.17560702044370347,0.10071838656476118,29.0,33,0.7636363636363636,,
5227,50,17,55,62,1687,1,132,121,1,5,121,4,16,4,32,5,0,0,6,3,239,4,8,75,2,3,0.0,40,0.0,,823,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.0731382794417264,1.0,39,3,1428,38,103,-0.8333333333333335,0.0,-0.4643584521384931,-0.15121711335136462,,1,-0.07187999695423741,98,2353,-0.17597597376004,0.10092823019846588,30.0,34,-0.045454545454545456,,
352,50,17,55,62,1899,1,132,42,1,5,70,4,16,4,33,5,0,0,6,3,239,4,8,75,7,3,0.0,40,0.0,,1642,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.2256157225818076,1.0,39,3,1440,7,61,0.3333333333333333,-1.0,0.7956551255940256,1.14802065404475,,7,1.035559278154268,98,1233,-0.17560702044370347,0.10071838656476118,31.0,35,0.2727272727272727,,
3287,50,17,55,62,1939,1,137,32,1,5,27,4,16,4,127,5,0,0,6,3,239,4,8,75,4,3,0.0,40,0.0,,925,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.0732325262297127,0.5,39,3,1342,7,22,0.0,0.0,-0.43652410047522067,-0.2780919596754365,,7,-0.3714916622249296,99,5575,-0.17755509395396185,0.10041673634131054,32.0,36,-0.5272727272727272,,
3288,50,17,55,62,1939,1,132,38,1,5,27,4,16,4,206,5,0,0,6,3,239,4,8,75,4,3,0.0,40,0.0,,898,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.38239248243267593,0.5,39,3,1342,7,22,-0.5000000000000002,-3.0000000000000004,-0.22267481330617792,-0.24760265552003943,,7,-0.3714916622249296,99,5575,-0.17755509395396185,0.10041673634131054,33.0,37,0.29090909090909084,,
4355,50,17,55,62,1706,1,132,32,1,5,88,4,16,4,91,5,0,0,6,3,238,4,8,74,30,3,0.0,40,0.0,,570,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1284999514906238,-0.5,38,3,1385,7,94,0.0,0.0,-0.37881873727087584,0.0036882222768625517,,7,-0.04568643874210005,102,1223,-0.17886856776012178,0.10099118328857755,34.0,38,1.1545454545454545,,
4337,50,17,55,62,1406,1,132,103,1,5,26,4,16,4,24,5,0,0,6,3,238,4,8,74,3,3,0.0,40,0.0,,573,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1284833197045085,0.0,38,3,1390,36,118,0.0,0.0,-1.1452817379497622,0.22989918859109906,,7,-0.13705931622630016,102,6815,-0.17897187468869533,0.10077347051860866,35.0,39,1.3090909090909089,,
3342,50,17,55,62,993,1,132,32,1,5,26,4,16,4,45,5,0,0,6,3,238,4,8,74,28,3,0.0,40,0.0,,709,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1283890729165222,0.0,38,3,1394,7,118,0.0,0.0,1.3109300746775285,1.3521022866978112,,7,0.5086423513287139,102,4935,-0.17897187468869533,0.10090986888051684,36.0,40,0.8181818181818182,,
4356,50,17,55,62,1706,1,132,47,1,5,89,4,16,4,92,5,0,0,6,3,239,4,8,75,30,3,0.0,40,0.0,,852,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.5042702110850854,-0.5,39,3,1385,7,75,0.16666666666666685,-1.0,-0.4677528852681604,-0.14629948364888123,,7,-0.04568643874210005,102,742,-0.17886856776012178,0.10099118328857755,37.0,41,-0.20909090909090916,,
4338,50,17,55,62,1400,1,132,106,1,5,27,4,16,4,33,5,0,0,6,3,239,4,8,75,3,3,0.0,40,0.0,,579,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.4292220482044601,0.0,39,3,1390,36,22,-0.3333333333333333,-1.0,-0.5159538357094365,-0.06663388246865017,,7,-0.13705931622630016,102,6814,-0.17897187468869533,0.10077347051860866,38.0,42,-0.09999999999999996,,
3343,50,17,55,62,990,1,132,38,1,5,27,4,16,4,46,5,0,0,6,3,239,4,8,75,28,3,0.0,40,0.0,,687,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.30404013804382474,0.0,39,3,1394,7,22,0.16666666666666685,0.0,1.1160896130346234,1.1342512908777966,,7,0.5086423513287139,102,4935,-0.17897187468869533,0.10090986888051684,39.0,43,-0.6272727272727273,,
66,50,17,55,62,1771,1,132,32,1,5,26,4,16,4,31,5,0,0,6,3,238,4,8,74,6,3,0.0,40,0.0,,570,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1285443029202644,0.5,38,3,1381,7,118,0.8333333333333335,0.0,-0.15750169721656473,0.1256454388984507,,7,0.0609152516561334,103,1994,-0.17786501473968463,0.10096232978894293,40.0,44,-0.4727272727272727,,
4134,50,17,55,62,1576,1,136,32,1,5,68,4,16,4,32,5,0,0,6,3,239,4,8,75,28,3,0.0,40,0.0,,347,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7197738077088328,0.0,39,3,1361,7,60,0.0,0.0,0.19416157501697193,0.06761740840914679,,7,0.0,103,2617,-0.1774517870253883,0.10120102692228226,41.0,45,-0.09090909090909091,,
5459,50,17,55,62,1453,1,137,16,1,5,53,4,16,4,1,5,0,0,6,3,2,4,8,192,24,3,0.0,40,0.0,,1954,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7196684730634364,-1.0,39,3,1418,4,45,-0.8333333333333335,-2.0000000000000004,-0.6578411405295318,-0.6695352839931155,,7,-1.0393664813827763,103,1144,-0.17618258761718922,0.10110922033253633,42.0,46,-0.15454545454545449,,
4659,50,17,55,62,1453,1,136,19,1,5,27,4,16,4,32,5,0,0,6,3,239,4,8,75,26,3,0.0,40,0.0,,127,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7190475530484678,0.0,39,3,1368,5,22,-0.8333333333333335,0.0,-0.5003394433129666,-1.0088517334644702,,7,-0.8162643721921876,103,6986,-0.17647775027025805,0.10097806806147094,43.0,47,-0.5272727272727272,,
67,50,17,55,62,1766,1,132,38,1,5,27,4,16,4,32,5,0,0,6,3,239,4,8,75,6,3,0.0,40,0.0,,852,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.4525675319815387,0.5,39,3,1381,7,22,-0.16666666666666666,-1.0,0.5363204344874406,0.18121465453651323,,7,0.0609152516561334,103,1994,-0.17786501473968463,0.10096232978894293,44.0,48,-0.6818181818181818,,
4135,50,17,55,62,1576,1,132,41,1,5,68,4,16,4,32,5,0,0,6,3,239,4,8,75,28,3,0.0,40,0.0,,347,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.3396432481878283,0.0,39,3,1361,7,60,-0.5000000000000002,-2.0000000000000004,-0.45756958587915836,-0.04696336365871655,,7,0.0,103,2617,-0.1774517870253883,0.10120102692228226,45.0,49,0.7090909090909091,,
4660,50,17,55,62,1453,1,132,21,1,5,27,4,16,4,32,5,0,0,6,3,239,4,8,75,26,3,0.0,40,0.0,,127,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.2540449889814417,0.0,39,3,1368,5,22,-0.5000000000000002,-3.0000000000000004,-0.45417515274949105,-0.5839685271699042,,7,-0.8162643721921876,103,6986,-0.17647775027025805,0.10097806806147094,46.0,50,0.1909090909090909,,
5460,50,17,55,62,1453,1,132,9,1,5,53,4,16,4,1,5,0,0,6,3,2,4,8,193,24,3,0.0,40,0.0,,1954,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.25150032570581143,-0.5,39,3,1418,3,45,-0.8333333333333335,0.0,-0.6096401900882553,-0.6695352839931155,,7,-1.0393664813827763,103,1144,-0.17618258761718922,0.10110922033253633,47.0,51,0.5,,
3663,50,17,55,62,1878,1,136,32,1,5,89,4,16,4,46,5,0,0,6,3,239,4,8,75,28,3,0.0,40,0.0,,347,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7215256891796371,0.0,39,3,1337,7,75,0.0,0.0,0.6354378818737269,-0.45266781411359724,,7,-0.07614406457016676,105,5352,-0.17861767950501276,0.10118004255891183,48.0,52,0.7454545454545454,,
3204,50,17,55,62,1963,1,136,32,1,5,27,4,16,4,46,5,0,0,6,3,239,4,8,75,3,3,0.0,40,0.0,,1499,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7205665895136588,0.5,39,3,1352,7,22,1.666666666666667,0.0,0.4528173794976238,1.1642488320629456,,7,0.8528135231858677,105,5301,-0.1790161490866562,0.10113807383217059,49.0,53,0.09999999999999996,,
4965,50,17,55,62,1812,1,136,32,1,5,27,4,16,4,211,5,0,0,6,3,239,4,8,75,3,3,0.0,40,0.0,,1642,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7204723427256725,0.5,39,3,1431,7,22,0.0,0.0,0.17922606924643567,1.2719449225473318,,7,0.3959491357648671,105,4887,-0.17594645749473312,0.10068166392886273,50.0,54,-0.6363636363636364,,
3664,50,17,55,62,1878,1,132,47,1,5,89,4,16,4,46,5,0,0,6,3,239,4,8,75,28,3,0.0,40,0.0,,347,67,7,0,4762597,0,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.34051918892323046,0.0,39,3,1337,7,75,-0.3333333333333333,-3.0000000000000004,-0.70061099796334,-0.20629456601917895,,7,-0.07614406457016676,105,5352,-0.17861767950501276,0.10118004255891183,51.0,55,0.7363636363636364,,
